Ссылка,Наименование,Цена,Рейтинг пользователей,Описание продукта,Инструкция по применению,Cтрана-производитель
https://goldapple.ru/19000122389-summer-lovers,Summer lovers,3149,,"Тот самый аромат, переносящий Вас в летний вечер на берегу океана…
<br/>Бодрящее звучание индийского ананаса в центре композиции с оттенком розового перца, розы, пачули и свежести фиалкового листа.
<br/>Потушить свечу можно благодаря бетонной крышечки в комплекте, а так же она убережет свечу от пыли и увеличит срок службы изделия.
<br/>Для равномерного прогорания первый раз зажигайте свечу не менее чем на 2 часа.
<br/>При последующих зажиганиях следует подрезать фитиль на пару миллиметров.
<br/>Объем 250мл. Время горения ~40 часов.",Зажечь фитиль. Беречь от детей и домашних животных - помнить про технику безопасности! Для равномерного прогорания первый раз зажигайте свечу не менее чем на 2 часа. При последующих зажиганиях следует подрезать фитиль на пару миллиметров.,Россия
https://goldapple.ru/83810100011-moon-dust,MOON DUST,16384,4.6,"Астронавты говорят, что лунная пыль пахнет порохом. Загадочный, возвышенный, футуристический аромат MiN NEW YORK Moon Dust по-своему раскрывает эту историю. Минеральные ноты, кремень, озон и табак уносят далеко от Земли. Их дополняют кориандр и морковные семена. Бензоин, чёрный мускус и землистые ноты создают базу необыкновенного, как пустыня после дождя, аромата.",,Франция
https://goldapple.ru/19000258595-nina-illusion,NINA ILLUSION,9732,,"Магия культовых яблочек Nina Ricci, воплощенная в новом аромате Nina Illusion. 

<br><br>Уникальные пикантные ноты японского юзу переплетаются с нотами розового перца и поражают с первого вздоха. Игривые ноты ванили в обрамлении бархатистости цветка апельсина создают яркое и роскошное звучание. Завершающий штрих - сливочные ноты ванили и слегка теплые ноты пачули. 

<br><br>Шипровая цветочно-фруктовая композиция подарит вам невероятное ольфакторное наслаждение и окунет в чудесный мир Nina Ricci.

<br><br>Парфюмеры: Оливье Кресп, Николя Бонневиль.","Нанести на кожу, избегая попадания в глаза.",Испания
https://goldapple.ru/19000234757-cherry-blossom,Cherry Blossom,3490,,"Сладкий пряный аромат наливной вишни и весенних цветов. Аромат высокой насыщенности, расставляет акценты во всем пространстве комнаты. Первичные ноты - вишня и горький миндаль - раскрываются в терпкий, яркий аромат вишневого ликера. Аккорды розы и жасмина сливаются в мягкий цветочный шлейф, сладость которого усиливается нотой ванили. <br> Вы влюбитесь в CHERRY BLOSSOM, если вы - поклонник нежных, сладких ароматов и сочной спелой вишни. <br> CHERRY BLOSSOM - идеальный аромат для кухни, просторного холла и ванной комнаты в светлом интерьере.","Наполните стеклянный флакон арома жидкостью из пластикового рефила. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/7431400001-bright-crystal-absolu,Bright Crystal Absolu ,5482,5,"Парфюмерная вода Versace Bright Crystal Absolu выпущен модным домом в 2014 году. Относится к категории цветочно-фруктовых запахов. Автор парфюмерной воды Альберто Мориллас создал запоминающуюся ароматический букет из граната, пиона, малины, лотоса, магнолии, амбры и махагони. Яркий гранатовый букет Versace оставляет после себя терпкий запах, заставляет почувствовать себя желанной. Чувственные ноты магнолии помогают набраться сил. Махагони придает аромату благородный оттенок.",,Италия
https://goldapple.ru/19000076142-no2-jardin-neroli,№2 Jardin Neroli,4455,,Нежный и теплый цветочный бленд от ATMOS Moscow с умеренной сладостью и пудовыми оттенками. Главные герои чувственный нероли и манящий жасмин. Свежесть и благоухание цветов на подложке изысканного и согревающего сандала раскрываются запоминающимися звучаниями чистоты самой природы.,"Снимите всю упаковку. расположите свечу на ровной и устойчивой поверхности. Перед зажиганием, убедитесь, что длина фитиля не превышает 0,5см. время каждого горения свечи должно быть достаточным, чтобы вся поверхность воска успела равномерно расплавиться, чтобы предотвратить образование кратеров.",Россия
https://goldapple.ru/19000232227-discovery-set,Discovery set,3123,,"Попробуйте 9 оригинальных ароматов от 9 знаменитых парфюмеров, создавших яркие и выразительные композиции для ESSENTIAL PARFUMS. <br><br>

В набор пробников входят ароматы:<br>
- ORANGE X SANTAL by Natalie Gracia-Cetto (2 мл), <br>
- NICE BERGAMOTE by Antoine Maisondieu (2 мл), <br>
- THE MUSC by Calice Becker (2 мл), <br>
- ROSE MAGNETIC by Sophie Labbé (2 мл), <br>
- MON VETIVER by Bruno Jovanovic (2 мл), <br>
- DIVINE VANILLE by Olivier Pescheux (2 мл), <br>
- BOIS IMPERIAL by Quentin Bisch (2 мл), <br>
- FIG INFUSION by Nathalie Lorson (2 мл), PATCHOULI MANIA by Fabrice Pellegin (2 мл). <br><br>

Откройте для себя изысканные ароматы, созданные на основе тщательно отобранных и экологически чистых ингредиентов, и выберите любимые парфюмерные композиции!",Только для наружного применения.,Франция
https://goldapple.ru/19000125257-ganymede,Ganymede,17005,4.6,"Аромат онейрической реальности.<br>
Для нового опуса не изменился ни дуэт, ни творческий осмос между Марком-Антуаном Барруа и Квентином Бишем, но пункт назначения находится в другом месте. Создавая элегантную и неожиданную гармонию вокруг квартета из мандарина, фиалки, бессмертника и замши, два коллеги-художника мечтали о новой планете: Ганимед, скалистый спутник Юпитера, открытый в 1610 году Галилеем, сияет и покрыт солеными океанами. Свое название он получил из греческой мифологии: юноша Ганимед был похищен богами, которые были настолько очарованы его красотой, что даровали ему бессмертие.<br>
Созданный парфюмером Квентином Бишем, в Ganymede снова используются замшево-кожаные ноты, которые сделали B683 прекрасной классикой. Однако на этот раз художники освободились от традиционных кодов, чтобы увести нас куда-то еще, к блестящей и плавной элегантности. Кожаные ноты становятся мягче, приобретая легкость и нежность при соприкосновении с ароматом фиалки. <br>
Запах мандарина приносит живость и кислую сущность, придавая аромату структуру. Противостоя ему, бессмертник является его контрапунктом и поднимает ароматическую гармонию своим двойственным ароматом, то минеральным, то соленым. Вся композиция играет контрастами и противопоставлениями.",,Франция
https://goldapple.ru/19000150183-un-deux-trois-soleil,Un Deux Trois Soleil,11850,,"Французская парфюмерная вода BASTILLE произведена на основе натуральных компонентов. Светлый и озорной восточный аромат UN DEUX TROIS SOLEIL пробуждает теплые воспоминания о детстве: послеобеденных играх с друзьями в солнечный день или семейных праздниках, во время которых угощают лакомствами. <br>
В беззаботное время возвращают игривые гурманские ноты, многим знакомые с ранних лет: миндаль, ваниль и многогранные бобы тонка. Их сладость смягчают сияющие ноты цитрусов, гелиотропа и бензоина. <br>
Парфюмер – Domitille Michalon-Bertier.",Для наружного применения.,Франция
https://goldapple.ru/19000145074-peony-peppercorn,PEONY & PEPPERCORN,5690,4.4,"Peony & Peppercorn от Banana Republic – это цветочно-пряный аромат, который раскрывается пикантными нотами розового перца и свежестью бергамота. Верхние ноты плавно уступают место ароматному букету из элегантных розовых пионов и нежных лепестков розы, объединённых в сердце парфюмерной композиции. Мускус и древесные ноты делают аромат более многогранным и смелым. <p>
Парфюмер – Vincent Kuczinski.",Только для наружного применения.,Франция
https://goldapple.ru/19000118621-venere,VENERE,3492,,"Chiara Firenze посвящает свои ароматы в особый регион: Тоскана. история совершенства, страсти и связи с территорией, а также диалога между знаниями и далекими культурами. парфюмерное искусство и выбор ценных эфирных масел, таким образом, встречает мастеров флорентийских ремесленных мастерских, чтобы возродить магию этой особой земли в ваших комнатах.
Лаванда - незаменимый символ греческой Богини Венеры в ее заклинаниях любви и очищения, а цветы лотоса с теплыми и мягкими нотами, - символы ее красоты и чистоты. Этот союз обогащен нотами бергамота, который своим свежим и чистым ароматом дарит ощущение радости и безмятежности.
Уникальный аромат, который ведет к благополучию и счастью!",,Италия
https://goldapple.ru/19000234758-christmas-tree,Christmas Tree,2290,,"Нежный хвойный аромат рождественской ели и мандаринов. Аромат средней насыщенности душистых арома веществ, мягко наполняет собой все помещение, создавая в нем полупрозрачную вуаль. Нота мандарина раскрывается в яркий сладковатый аромат, знакомый и любимый каждому из нас. Финальные аккорды хвои рождают насыщенный растительный шлейф.<br> CHRISTMAS TREE - лучший аромат для новогодних праздников, а также для тех, кому хочется настоящего рождественского чуда даже посреди жаркого лета. <br> Аромат идеально подойдёт для детской комнаты, гостиной, а также для небольшой кофейни.","Наполните стеклянный флакон арома жидкостью из пластикового рефила наполовину. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/26801300001-aqua-vitae-forte,Aqua Vitae Forte,26000,5,"Аромат желаний! Погрузитесь  в воспоминания о летнем дне и представьте как теплые лучи солнца ласкают загоревшую кожу, а нежное дуновение ветра, пропитанное ароматом цветов и деревьев погружает в лёгкую дремот… Aqua Vitae forte – воплощение жизненной силы, пробуждает воспоминания о ярких эмоциях, о единении тел, воды и солнца.",,Франция
https://goldapple.ru/19000166821-checkmate,Checkmate ,16254,,"Шах и мат — герой не боится сдаться и смотрит противнику в лицо с гордостью. Шипучее шампанское взрывается в сочных фруктах и цветах. Табак и бурбон опьяняют в последние мгновения поражения. Воспоминание о битве исчезает, когда ноты земли, мха и пачули окутывают вас. Исследуйте разум, чувства, силу духа с MIND GAMES и погрузитесь в стратегически идеальные композиции.",Распылите на кожу с расстояния 20-30 см.,США
https://goldapple.ru/19000118705-bianco-di-bacco,BIANCO DI BACCO,990,,"Ароматы для автомобиля для настоящих ценителей селективных ароматов и стиля.. Ароматизаторы CHIARA Firenze очень просты в использовании: просто прикрепите практичный зажим к вентиляционной решетке и регулируйте интенсивность запаха, включая обдув. Наши ароматы подходят как для ваших ежедневных поездок, так и для длительных путешествий. Наслаждайтесь стилем и с ароматами, которые вы любите!
Колючие нотки винограда Треббьяно и Мальвазия сочетаются со сладостью белого персика и смолы в соблазнительном аромате, посвященном богу вина!",,Италия
https://goldapple.ru/24863300001-good-girl,Good Girl,12656,4.9,"Парфюмерная вода Carolina Herrera Good Girl — элитный восточный аромат, заключенный в оригинальный флакон в виде изысканной черной туфельки. Идеальное воплощение восточного шарма, загадочности и недосягаемой притягательности. Начальная нота Good Girl — ароматный, страстный запах кофе и нежный миндаль, нота сердца — цветочные запахи жасмин самбак и бархатная тубероза, завершает композицию парфюмерной воды какао и пряные бобы тонка. Для истинных ценительниц восточных запахов бренд Carolina Herrera создал только им присущий тягучий, яркий, и в то же время деликатный аромат.",,Испания
https://goldapple.ru/28320100007-twilight,TWILIGHT,6839,5,"Этот соблазнительный аромат – игра контрастов. Переход от дневного света к ночной тьме. Знойные ноты туберозы и жасмина, гармонирующие с нежностью иланг-иланга, олицетворяют тёплый день в лесу. Чувственные пачули и манящее созвучие мускуса и древесно-амбровых нот влекут в ночь, полную тайн и искушений. Сумерки уравновешивают свет и тьму и создают пленительную гармонию ароматов.",,ОАЭ
https://goldapple.ru/19000027009-yuzu,YUZU,900,4.8,"Парфюмерная вода SOLINOTES с яркой и бодрящей нотой юдзу – это искрящийся коктейль для хорошего настроения. Вдохновляющий и свежий аромат юдзу усиливают другие цитрусы: игривый лимон, пикантный бергамот и насыщенный мандарин. Впечатляющую фруктовую вспышку смягчают нежные белые цветы, а пачули и дубовый мох придают композиции элегантность. Парфюмерную воду можно сочетать с другими ароматами бренда, чтобы создать свой неповторимый микс любимых нот, или использовать отдельно, наслаждаясь яркой свежестью цитрусов.",только для наружного применения.,Франция
https://goldapple.ru/19000234788-rose-and-peach,Rose and Peach,2290,,"Цветочный аромат сочного персика и лепестков нежной розы. Аромат высокой насыщенности, благодаря которому в вашей комнате будет пахнуть спелыми персиками и сливами. Ноты розы и корицы придают аромату сладость и пряность. Аккорды чёрной смородины и кокоса раскрываются в помещении в душистый сладкий шлейф. <br> Вы полюбите ROSE AND PEACH, если давно мечтаете оказаться в согретой солнцем Италии и хотите ощутить в своём доме долгожданное жаркое лето. Аромат подойдёт как для просторной гостиной, так и для ванной комнаты.  <br> ROSE AND PEACH также идеально впишется в светлые интерьеры с панорамными окнами.","Наполните стеклянный флакон арома жидкостью из пластикового рефила. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/19000118747-ambra,AMBRA,3493,,"Chiara Firenze посвящает свои ароматы в особый регион: Тоскана. история совершенства, страсти и связи с территорией, а также диалога между знаниями и далекими культурами. парфюмерное искусство и выбор ценных эфирных масел, таким образом, встречает мастеров флорентийских ремесленных мастерских, чтобы возродить магию этой особой земли в ваших комнатах.
<br/>Амбровые тона сочетаются с нотами уда, редкой и драгоценной восточной смолы.
<br/>Сочетание, напоминающее запах корней и земли с древесно-бальзамическим фоном.",,Италия
https://goldapple.ru/19000061652-twice-for-her,TWICE FEMME,1788,4.8,"Туалетная вода ICEBERG TWICE для женщин – это цветочный акватический аромат с прозрачным и чистым цветочным аккордом и пудровыми базовыми нотами. Свежая и нежная композиция встречает гармонией альдегидов, фрезии, сладкого персика, ландыша и бергамота. В сердце аромата – пышный цветочный букет с цикламеном, гарденией, фиалкой, орхидеей, жасмином, розой и корнем ириса. Пудровая нота корня ириса ведет к тёплой и чувственной базе композиции, в которой сочетаются мёд, сандал, амбра, мускус и кедр.<br>
Парфюмер – Sophie Labbé.",только для наружного применения,Италия
https://goldapple.ru/19000198507-perfume-discovery-set,Perfume discovery set,4734,3.7,"12 парфюмерных композиций – 12 разных настроений, эмоций и ощущений. Откройте для себя коллекцию изысканных и многогранных ароматов, способных воздействовать на чувства и побуждать к парфюмерным открытиям. <br>
В набор входят 12 семплов парфюмерной воды STATE OF MIND (по 1,2 мл): Modern Nomad, Natural Elegance, Sense of Humor, Aesthetic Turbulence, Creative Inspiration, Voluptuous Seduction, Secret of Success, Butterfly Mind, L'Ame Slave, Spontaneous Generosity, French Gallantry и Open Mind. <br>
Познакомьтесь с характером каждой композиции и выберите любимые ароматы, подходящие по духу и настроению.",,Франция
https://goldapple.ru/19000118590-melangrana,MELANGRANA,3492,,"Chiara Firenze посвящает свои ароматы в особый регион: Тоскана. история совершенства, страсти и связи с территорией, а также диалога между знаниями и далекими культурами. парфюмерное искусство и выбор ценных эфирных масел, таким образом, встречает мастеров флорентийских ремесленных мастерских, чтобы возродить магию этой особой земли в ваших комнатах.
Аромат посвящен фруктам, завезенным в Европу морскими путями финикийских купцов , и изображенным такими художниками, как Донателло, Леонардо и Брунеллески. Основная нота этого аромата - гранат. Этот фрукт один из символов жизненной энергии, смирения, милосердия, плодородия, богатства и союза. Когда-то гранат использовался в первую очередь для украшения садов и для домашнего потребления, сегодня он все больше популярен в Тоскане, где его обычно называют меланграной.",,Италия
https://goldapple.ru/19000173777-un-matin-a-l-orangerie,Un matin à l’orangerie,2884,5,"Прикоснитесь к искусству жизни в Провансе с уникальными композициями из Грасса. Парфюмерная вода Un matin à l’orangerie — неторопливое утро в оранжерее, наполненной зимним мягким светом и удивительной свежестью. <br>
Нежные белые цветы, кустарники юзу и мандариновые деревья, усыпанные яркими фруктами, хором источают аромат из столетних терракотовых горшков. <br>
Свежий и слегка острый аромат раскрывает все грани цитрусов от веточек до сочных плодов. Искрящийся аромат бергамота деликатно сочетается с апельсином, который украшают ноты клементина, юдзу и мандарина. <br>
Создатели работали над формулой 2 года, чтобы создать идеальную композицию с нотой белого мускуса, которая передает радость и бодрость.",Распылите на кожу на расстоянии 20-30 см.,Франция
https://goldapple.ru/19000234800-sugar,Sugar,2290,,"Тягучий сладкий аромат жженого сахара и древесной смолы. Интенсивный аромат высокой насыщенности, заполняет собой все пространство комнаты. Громкие ноты шафрана и жасмина растворяются в душистый пряный аромат. Главный аккорд - древесный янтарь - окрашивает шлейф аромата сладостью и терпкостью смолы. Финальные ноты белого кедра усиливают древесный шлейф. <br> SUGAR - для тех, кто хочет придать своему помещению роскоши, наполнив его тягучим сладким ароматом. <br> SUGAR идеален для светлой спальни, просторной гардеробной и интерьеров с натуральными элементами.","Наполните стеклянный флакон арома жидкостью из пластикового рефила наполовину. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/19000118748-arborea,ARBOREA,4491,,"Chiara Firenze посвящает свои ароматы в особый регион: Тоскана. история совершенства, страсти и связи с территорией, а также диалога между знаниями и далекими культурами. парфюмерное искусство и выбор ценных эфирных масел, таким образом, встречает мастеров флорентийских ремесленных мастерских, чтобы возродить магию этой особой земли в ваших комнатах.
Аромат получил свое название  в честь силы кедрового дерева, которое всегда было символом долголетия и величия. В сочетании с морскими нотами, ""вода"" и ""земля"" объединяются, давая жизнь свежему живому  аромату ,благодаря нотам березы и смолы.",,Италия
https://goldapple.ru/19000010953-allegra-patchouli-essence,Allegra Patchouli Essence,14409,5,"Одновременно элегантная и дерзкая композиция Patchouli Essence – это воплощение страсти и оружие обольщения. Пленительная парфюмерная эссенция высокой концентрации из коллекции Bvlgari Allegra, раскрывающей глубину итальянских эмоций, создана из благородных и тщательно отобранных ингредиентов. Аромат с древесным акцентом, созданный на основе пачулей из Индонезии, завораживает безудержной чувственностью и впечатляет непревзойденным качеством. Эти пачули лишены тёмных и землистых нот – благородный ингредиент легко соблазняет древесным и шипровым аккордами. Насыщенную парфюмерную эссенцию можно сочетать с любой парфюмерной водой из коллекции Bvlgari Allegra, чтобы усилить звучание аромата, добавить ему чувственности и создать уникальную композицию, отражающую индивидуальность.
<p>
Ключевая нота: пачули из Индонезии",,Италия
https://goldapple.ru/19000060263-apple-lotus,apple & lotus,2200,4.6,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.<br>
Эрез Розен <br><br>

Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. <br><br>

Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,Россия
https://goldapple.ru/19760302863-melancolia,MELAN-COLIA,14175,,"Свежий, изысканный аромат Liquides Imaginaires – лекарство от меланхолии, которая охватывает философов, поэтов, художников и даже героев, подобных Гераклу. Она размывает границу между гением и безумием, выходит за границы обычной ностальгии. Композиция с пробуждающими цитрусовыми нотами, кардамоном, имбирём и мятой возвращает баланс и будоражит ваши чувства и темперамент. 

Ключевые ноты: лемонграсс, кардамон, мох.",,Франция
https://goldapple.ru/19000118589-mediterraneo,MEDITERRANEO,2716,,"Chiara Firenze посвящает свои ароматы в особый регион: Тоскана. история совершенства, страсти и связи с территорией, а также диалога между знаниями и далекими культурами. парфюмерное искусство и выбор ценных эфирных масел, таким образом, встречает мастеров флорентийских ремесленных мастерских, чтобы возродить магию этой особой земли в ваших комнатах.
Этот аромат получил свое название в честь побережья Средиземного моря , и потрясающих его пейзажей. Это ароматное  путешествие по культуре древних традиций с нотами леса и смол средиземноморских деревьев в сочетании со свежими и живыми оттенками цитрусовых.",,Италия
https://goldapple.ru/19000234828-africa,Africa,1390,,"Лаконичная аромасвеча из природного кокосового воска плавно наполнит ваше пространство насыщенным парфюмированным шлейфом. Благодаря низкой температуре плавления, кокосовый воск тает эстетично, не оставляя лунок вокруг пламени. Тёплый, пряный древесный аромат кардамона и мягкой кожи. Аромат высокой насыщенности, который заполняет собой все помещение. Ноты бергамота и мускуса заявляют о себе ярким древесным оттенком. Ведущие аккорды кардамона и кожи придают аромату брутальность и терпкость. Душистый шлейф приправлен пряным тмином и шафраном. <br> Вы влюбитесь в AFRICA, если вы - поклонник свежих древесных ароматов, а также если скучаете по песчаным дюнам и сафари.AFRICA подойдёт для просторных залов и гостиных, а также для интерьеров с природными элементами.","Перед использованием удалите все декоративные элементы упаковки. Выберите удобное место для свечи, недоступное для детей и животных. Держите свечу зажженной не менее 20 и не более 30 минут. <br> Меры предосторожности <br> Не оставляйте зажженную свечу без присмотра и на сквозняках. <br> Располагать свечу вне зоны досягаемости детей и домашних животных. <br> Соблюдайте безопасное расстояние от пожароопасных предметов. <br> Обязательной сертификации не подлежит.",Россия
https://goldapple.ru/19000148362-divine-vanille,Divine Vanille,8317,,"Рефил для пополняемого флакона парфюмерной воды ESSENTIAL PARFUMS PARIS ""DIVINE VANILLE by Olivier Pescheux"". Парфюмер – Olivier Pescheux. <br>
«Этот аромат – посвящение мадагаскарской ванили. Я люблю его за глубину, элегантность и притягательность. Мне хотелось раскрыть мягкие, пряные и чувственные грани композиции, наполненной тайной и призывающей оставаться собой».<br><br>

Divine Vanille – таинственный, глубокий и соблазнительный аромат… Устоять невозможно. Нежная нота ванили словно вызывает зависимость, её притягательность усиливают бобы тонка и бензоин. Сочетание корицы и чувственного османтуса раскрывает яркую и неожиданную грань аромата, пробуждающую ассоциации с сухофруктами и табаком. Пачули и древесная нота кедра гармонируют с нежным мускусом. <br><br>

Создатели парфюмерной воды ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Кроме того, импорт ванили из Мадагаскара позволяет развивать местную инфраструктуру, образование и здравоохранение, а также продовольственную безопасность. <br><br>

Сделать парфюмерию еще более экологичной и безопасной для окружающей среды позволяет формат рефила, благодаря которому основной флакон парфюмерной воды становится подходящим для многоразового использования. <br><br>

Флакон рефила создан из алюминия, подходящего для переработки.",Откройте оригинальный пополняемый флакон парфюмерной воды и наполните его из рефила. Только для наружного применения.,Франция
https://goldapple.ru/19000118707-moro,MORO,990,,"Ароматы для автомобиля для настоящих ценителей селективных ароматов и стиля.. Ароматизаторы CHIARA Firenze очень просты в использовании: просто прикрепите практичный зажим к вентиляционной решетке и регулируйте интенсивность запаха, включая обдув. Наши ароматы подходят как для ваших ежедневных поездок, так и для длительных путешествий. Наслаждайтесь стилем и с ароматами, которые вы любите!
Это путешествие во времени в салоны Флоренции, где табачные и древесные ноты сочетаются в уникальном аромате, приправленном корицей и подслащенном карамелью и цветами персика.",,Италия
https://goldapple.ru/19000044566-sensual-patchouli-les-eaux-d-un-instant-absolu,Sensual Patchouli LES EAUX D’UN INSTANT ABSOLU,3890,4.8,"Аромат Sensual Patchouli стал парфюмерным воплощением завораживающей и величественной красоты природы, созерцание которой ведет к глубокому чувству покоя. В самом сердце композиции звучат благородные пачули, помогающие достичь гармонии между чувственностью и умиротворением. Чарующая и успокаивающая композиция ANGEL SCHLESSER переносит в затерянный цветущий оазис, поражающий богатством экзотических ароматов. Головокружительное сочетание глубоких зеленых нот, игривых пряностей и нежности жасмина дарит ощущение благополучия, а благородные древесные оттенки усиливают чувства и вдохновляют на размышления и самоанализ. <br>
Классификация аромата – древесный. <br>
Парфюмер – Hamid Merati-Kashani.",Только для наружного применения.,Италия
https://goldapple.ru/19000133648-eau-wild-rose,EAU WILD ROSE ,1490,4.7,"Женственный и яркий цветочный аромат ICEBERG – это современная и смелая парфюмерная интерпретация классической ноты розы. По-новому раскрыть её красоту и подчеркнуть нежность розы помогают бодрящие, свежие итальянские цитрусы и пряный имбирь. Ароматный букет дополняют цветы грейпфрута и чарующий ландыш, окутанные чувственной вуалью амбры, мускуса и древесных нот. Одновременно дерзкая и романтичная композиция не похожа на традиционные ароматы с розой и предлагает новое прочтение культовой ноты.амбра, опопонакс, бензоин 
Парфюмер – Guillaume Flavigny.",только для наружного применения,Италия
https://goldapple.ru/19000234829-altai,Altai,1390,,"Лаконичная аромасвеча из природного кокосового воска плавно наполнит ваше пространство насыщенным парфюмированным шлейфом. Благодаря низкой температуре плавления, кокосовый воск тает эстетично, не оставляя лунок вокруг пламени. Обратите внимание, что в свече - деревянный фитиль, именно поэтому процесс горения сопровождается приятным, потрескивающим звуком горящих в камине поленьев. Насыщенный аромат с высокой концентрацией душистых веществ. <br> Ярчайшие ноты сосны и древесной смолы быстро наполняют помещение ярчайшим ароматом коры дерева и хвои. Аккорд корицы добавляет шлейфу пряность, а мягкие нотки мяты и бергамота - свежесть и легкую прохладу. Вы точно влюбитесь в ALTAI, если мечтаете ощущать в помещении запах горящих в камине поленьев и хвойного леса. <br> ALTAI - идеальное решение для загородного дома и деревянных интерьеров, а также для просторной гостиной в темных тонах.","Перед использованием удалите все декоративные элементы упаковки. Выберите удобное место для свечи, недоступное для детей и животных. Держите свечу зажженной не менее 20 и не более 30 минут. <br> Меры предосторожности <br> Не оставляйте зажженную свечу без присмотра и на сквозняках.<br>  Располагать свечу вне зоны досягаемости детей и домашних животных. <br> Соблюдайте безопасное расстояние от пожароопасных предметов. <br> Обязательной сертификации не подлежит.",Россия
